D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_58_990.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_58_990.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_58_990.jpg,0,1,0,15.32407
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_59_058.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_59_058.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_59_058.jpg,0,1,0,15.84774
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_59_127.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_59_127.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_59_127.jpg,0,1,0,16.67224
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_59_198.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_59_198.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_59_198.jpg,0,1,0,17.45877
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_59_271.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_59_271.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_59_271.jpg,0,1,0,18.28776
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_59_346.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_59_346.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_59_346.jpg,-0.1,1,0,19.0987
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_59_421.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_59_421.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_59_421.jpg,-0.3,1,0,19.86204
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_59_498.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_59_498.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_59_498.jpg,0,1,0,20.35424
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_59_573.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_59_573.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_59_573.jpg,0,1,0,21.17114
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_59_644.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_59_644.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_59_644.jpg,0,1,0,21.98235
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_59_715.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_59_715.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_59_715.jpg,0,1,0,22.61314
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_59_788.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_59_788.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_59_788.jpg,0,1,0,23.39099
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_59_857.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_59_857.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_59_857.jpg,-0.1,1,0,23.96442
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_07_59_928.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_07_59_928.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_07_59_928.jpg,-0.3,1,0,24.69547
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_002.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_002.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_002.jpg,0,1,0,25.43275
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_076.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_076.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_076.jpg,0,1,0,26.0037
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_147.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_147.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_147.jpg,0,1,0,26.76086
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_217.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_217.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_217.jpg,0,1,0,27.32528
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_290.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_290.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_290.jpg,0,1,0,28.07276
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_362.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_362.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_362.jpg,-0.1,1,0,28.81148
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_434.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_434.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_434.jpg,-0.25,1,0,29.33416
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_506.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_506.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_506.jpg,0,1,0,30.04011
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_579.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_579.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_579.jpg,0,1,0,30.19026
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_649.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_649.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_649.jpg,-0.05,1,0,30.19
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_723.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_723.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_723.jpg,-0.25,1,0,30.17638
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_795.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_795.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_795.jpg,-0.4,1,0,30.15887
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_868.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_868.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_868.jpg,0,1,0,30.18888
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_00_942.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_00_942.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_00_942.jpg,0,1,0,30.18999
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_017.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_017.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_017.jpg,0,1,0,30.1902
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_092.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_092.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_092.jpg,0,1,0,30.19029
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_167.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_167.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_167.jpg,0,1,0,30.1903
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_237.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_237.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_237.jpg,0,1,0,30.19029
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_308.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_308.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_308.jpg,-0.05,1,0,30.18973
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_380.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_380.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_380.jpg,-0.25,1,0,30.17484
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_454.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_454.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_454.jpg,0,1,0,30.1831
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_525.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_525.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_525.jpg,0,1,0,30.18959
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_595.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_595.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_595.jpg,0,1,0,30.19009
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_665.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_665.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_665.jpg,0,1,0,30.19026
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_738.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_738.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_738.jpg,0,1,0,30.19029
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_810.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_810.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_810.jpg,0,1,0,30.1903
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_879.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_879.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_879.jpg,0,1,0,30.19031
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_01_946.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_01_946.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_01_946.jpg,0,1,0,30.1903
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_014.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_014.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_014.jpg,0,1,0,30.19039
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_086.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_086.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_086.jpg,0,1,0,30.19028
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_160.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_160.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_160.jpg,0,1,0,30.19029
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_230.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_230.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_230.jpg,0,1,0,30.19036
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_301.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_301.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_301.jpg,-0.15,1,0,30.18422
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_372.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_372.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_372.jpg,0,1,0,30.18994
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_442.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_442.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_442.jpg,0,1,0,30.19028
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_510.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_510.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_510.jpg,0,1,0,30.19031
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_590.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_590.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_590.jpg,0,1,0,30.1903
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_667.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_667.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_667.jpg,0,1,0,30.19031
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_733.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_733.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_733.jpg,-0.1,1,0,30.18773
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_802.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_802.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_802.jpg,-0.3,1,0,30.16935
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_873.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_873.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_873.jpg,0,1,0,30.18884
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_02_943.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_02_943.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_02_943.jpg,0,1,0,30.19011
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_03_012.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_03_012.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_03_012.jpg,0,1,0,30.19024
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_03_082.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_03_082.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_03_082.jpg,0,1,0,30.19028
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_03_152.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_03_152.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_03_152.jpg,0,1,0,30.19029
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_03_221.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_03_221.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_03_221.jpg,-0.05,1,0,30.18981
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_03_290.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_03_290.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_03_290.jpg,-0.2,1,0,30.18008
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_03_359.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_03_359.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_03_359.jpg,0,1,0,30.18933
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_03_431.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_03_431.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_03_431.jpg,0,1,0,30.19019
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_03_506.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_03_506.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_03_506.jpg,0,1,0,30.19027
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_03_580.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_03_580.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_03_580.jpg,0,1,0,30.1903
D:\Programming Projects\Self-Driving_Project\IMG\center_2021_08_05_15_08_03_654.jpg,D:\Programming Projects\Self-Driving_Project\IMG\left_2021_08_05_15_08_03_654.jpg,D:\Programming Projects\Self-Driving_Project\IMG\right_2021_08_05_15_08_03_654.jpg,0,1,0,30.19031
